# id E
1.316000000000000000e+03 -1.633777997060689959e+05
2.043000000000000000e+03 -1.633778719915479887e+05
2.080000000000000000e+03 -1.633777847585759882e+05
2.110000000000000000e+03 -1.633778231089019973e+05
2.872000000000000000e+03 -1.633779611174569873e+05
2.907000000000000000e+03 -1.633779362365730049e+05
2.906000000000000000e+03 -1.633782081985689874e+05
2.904000000000000000e+03 -1.633776683875599992e+05
2.905000000000000000e+03 -1.633778698997549945e+05
1.098100000000000000e+04 -1.633777117739990063e+05
1.161700000000000000e+04 -1.633776848642970144e+05
1.165300000000000000e+04 -1.633777613236870093e+05
3.613800000000000000e+04 -1.633778061137050099e+05
3.614400000000000000e+04 -1.633777686523880111e+05
3.614500000000000000e+04 -1.633778337824539922e+05
4.376500000000000000e+04 -1.633777868605630065e+05
4.382500000000000000e+04 -1.633779398069340095e+05
3.651400000000000000e+04 -1.633778809396589932e+05
3.613900000000000000e+04 -1.633778572632510040e+05
4.382800000000000000e+04 -1.633779581438429886e+05
1.098200000000000000e+04 -1.633777137569090119e+05
4.313800000000000000e+04 -1.633777566873980104e+05
4.376100000000000000e+04 -1.633778519086269953e+05
4.376400000000000000e+04 -1.633777067791669979e+05
3.614200000000000000e+04 -1.633777872567749873e+05
2.112000000000000000e+03 -1.633780545017450058e+05
3.721000000000000000e+03 -1.633778269711069879e+05
2.908000000000000000e+03 -1.633778683005009952e+05
2.909000000000000000e+03 -1.633778115470659977e+05
4.382600000000000000e+04 -1.633778657615899865e+05
4.382900000000000000e+04 -1.633780114404060005e+05
4.388800000000000000e+04 -1.633780574526129931e+05
4.455400000000000000e+04 -1.633776138887630077e+05
4.461600000000000000e+04 -1.633779799823370122e+05
4.388600000000000000e+04 -1.633781349309340003e+05
4.388700000000000000e+04 -1.633779028053850052e+05
4.449600000000000000e+04 -1.633777470687140012e+05
4.376200000000000000e+04 -1.633779628655769920e+05
4.376300000000000000e+04 -1.633777642062490049e+05
4.382700000000000000e+04 -1.633779265607259877e+05
4.448900000000000000e+04 -1.633779949538249930e+05
4.449200000000000000e+04 -1.633780135190259898e+05
4.449300000000000000e+04 -1.633780067222309881e+05
4.449400000000000000e+04 -1.633780735847780015e+05
4.449500000000000000e+04 -1.633777850198580127e+05
4.455300000000000000e+04 -1.633779533196880075e+05
4.376000000000000000e+04 -1.633779663075990102e+05
1.665300000000000000e+04 -1.633777939793530095e+05
1.689200000000000000e+04 -1.633777645812009869e+05
1.689500000000000000e+04 -1.633776938005230040e+05
1.666000000000000000e+04 -1.633776466900540108e+05
1.665600000000000000e+04 -1.633779500587740040e+05
1.667500000000000000e+04 -1.633779917123329942e+05
1.667800000000000000e+04 -1.633778270690059871e+05
1.667900000000000000e+04 -1.633777742572849966e+05
1.689600000000000000e+04 -1.633776557679229882e+05
1.692300000000000000e+04 -1.633777093848630029e+05
1.692400000000000000e+04 -1.633778159050029935e+05
1.665700000000000000e+04 -1.633777762660039880e+05
1.665500000000000000e+04 -1.633778365391099942e+05
1.667700000000000000e+04 -1.633778830097450118e+05
1.668000000000000000e+04 -1.633779558193699922e+05
3.917700000000000000e+04 -1.633779956020140089e+05
3.918000000000000000e+04 -1.633779432013269980e+05
3.983800000000000000e+04 -1.633779557654079981e+05
3.849300000000000000e+04 -1.633777367129480117e+05
3.853400000000000000e+04 -1.633777037952379906e+05
1.668200000000000000e+04 -1.633778830558200134e+05
3.921500000000000000e+04 -1.633778397279620112e+05
3.921700000000000000e+04 -1.633777109018829942e+05
3.921300000000000000e+04 -1.633777306528880144e+05
3.923900000000000000e+04 -1.633777503727340081e+05
3.924100000000000000e+04 -1.633777348314909905e+05
3.983500000000000000e+04 -1.633778331847219961e+05
3.853300000000000000e+04 -1.633777423651069985e+05
3.924000000000000000e+04 -1.633777637424579880e+05
3.857000000000000000e+04 -1.633777724994489981e+05
3.856000000000000000e+04 -1.633777563777579926e+05
3.923600000000000000e+04 -1.633777697678190016e+05
3.925000000000000000e+04 -1.633777813403169857e+05
1.669100000000000000e+04 -1.633778215009119886e+05
1.692000000000000000e+04 -1.633777350144780066e+05
1.694000000000000000e+04 -1.633779455906299991e+05
1.694300000000000000e+04 -1.633780683509350056e+05
1.694400000000000000e+04 -1.633780171980249870e+05
1.648900000000000000e+04 -1.633776846535909863e+05
1.668900000000000000e+04 -1.633776016353009909e+05
1.669300000000000000e+04 -1.633780577148660086e+05
3.775700000000000000e+04 -1.633778597869609948e+05
3.848800000000000000e+04 -1.633777109826869855e+05
3.848900000000000000e+04 -1.633777773064060020e+05
3.849200000000000000e+04 -1.633779239183049940e+05
3.853500000000000000e+04 -1.633776894715439994e+05
3.780000000000000000e+04 -1.633776735918560007e+05
3.849000000000000000e+04 -1.633778556938330003e+05
3.779700000000000000e+04 -1.633777070677340089e+05
3.779900000000000000e+04 -1.633777265455460001e+05
3.848500000000000000e+04 -1.633777164616730006e+05
3.852700000000000000e+04 -1.633777706065470120e+05
3.852800000000000000e+04 -1.633777359673560131e+05
3.853000000000000000e+04 -1.633777440880890063e+05
3.853100000000000000e+04 -1.633777585899250116e+05
3.853200000000000000e+04 -1.633777258750050096e+05
3.775400000000000000e+04 -1.633777196163659974e+05
3.779500000000000000e+04 -1.633777013909099915e+05
3.779800000000000000e+04 -1.633776818194199877e+05
3.855900000000000000e+04 -1.633777504805960052e+05
9.830000000000000000e+03 -1.633777389222010097e+05
3.779600000000000000e+04 -1.633777142710890039e+05
3.852400000000000000e+04 -1.633777414819420082e+05
3.852900000000000000e+04 -1.633777483093109913e+05
3.855400000000000000e+04 -1.633777460333640047e+05
3.855500000000000000e+04 -1.633777234070799896e+05
3.855700000000000000e+04 -1.633777526009170106e+05
3.855800000000000000e+04 -1.633777229630629881e+05
9.373000000000000000e+03 -1.633777640805630072e+05
1.693700000000000000e+04 -1.633780556331349944e+05
1.722400000000000000e+04 -1.633778259092869994e+05
1.724100000000000000e+04 -1.633778530910339905e+05
1.694800000000000000e+04 -1.633775527035359992e+05
1.695000000000000000e+04 -1.633780433309579967e+05
1.695100000000000000e+04 -1.633779710098250071e+05
1.695200000000000000e+04 -1.633778426219770045e+05
1.695300000000000000e+04 -1.633779284100260120e+05
1.669700000000000000e+04 -1.633778381377889891e+05
3.844000000000000000e+04 -1.633779104905090062e+05
1.669800000000000000e+04 -1.633778825333009881e+05
3.770400000000000000e+04 -1.633779825565670035e+05
3.770500000000000000e+04 -1.633777985023199872e+05
3.770700000000000000e+04 -1.633776130315909977e+05
3.775200000000000000e+04 -1.633777656637649925e+05
3.775300000000000000e+04 -1.633776272035870061e+05
3.702100000000000000e+04 -1.633778254776769900e+05
3.770100000000000000e+04 -1.633776979598070029e+05
3.705300000000000000e+04 -1.633776765053159907e+05
3.705400000000000000e+04 -1.633776739321239875e+05
3.774800000000000000e+04 -1.633776272312350047e+05
3.708100000000000000e+04 -1.633777092335179914e+05
3.774500000000000000e+04 -1.633776502761399897e+05
3.779000000000000000e+04 -1.633777072954099858e+05
3.779100000000000000e+04 -1.633776867812410055e+05
3.782300000000000000e+04 -1.633776991825480072e+05
1.722500000000000000e+04 -1.633778943038540019e+05
1.756800000000000000e+04 -1.633778089216449880e+05
1.756900000000000000e+04 -1.633777709909869882e+05
1.758800000000000000e+04 -1.633777675337390101e+05
1.758900000000000000e+04 -1.633778129171250039e+05
1.723800000000000000e+04 -1.633777832425360102e+05
7.050000000000000000e+02 -1.633777994524920068e+05
1.723900000000000000e+04 -1.633778250839760003e+05
1.724000000000000000e+04 -1.633779000617449929e+05
1.724300000000000000e+04 -1.633779371616170101e+05
1.759000000000000000e+04 -1.633778374948400015e+05
1.760300000000000000e+04 -1.633780349864340096e+05
7.060000000000000000e+02 -1.633777557548710029e+05
3.702300000000000000e+04 -1.633778036469049985e+05
1.311000000000000000e+03 -1.633778019496710040e+05
1.342000000000000000e+03 -1.633777777548180020e+05
1.694900000000000000e+04 -1.633778072760759969e+05
1.695400000000000000e+04 -1.633777622114430123e+05
1.724200000000000000e+04 -1.633778524069109990e+05
1.724800000000000000e+04 -1.633778127748380066e+05
1.724900000000000000e+04 -1.633777221869479981e+05
1.725100000000000000e+04 -1.633778613793480035e+05
3.698300000000000000e+04 -1.633778559286190139e+05
1.725000000000000000e+04 -1.633778977206989948e+05
3.702000000000000000e+04 -1.633778095411440008e+05
3.649600000000000000e+04 -1.633778679445819871e+05
3.698000000000000000e+04 -1.633778892334020056e+05
3.698100000000000000e+04 -1.633776742829759896e+05
3.698200000000000000e+04 -1.633778400903599977e+05
3.702200000000000000e+04 -1.633778915335639904e+05
3.694000000000000000e+04 -1.633779535750770010e+05
3.708300000000000000e+04 -1.633776836707429902e+05
3.649500000000000000e+04 -1.633777037122329930e+05
3.651300000000000000e+04 -1.633777055471109925e+05
3.701200000000000000e+04 -1.633778511303800042e+05
3.701500000000000000e+04 -1.633778998194010055e+05
3.701600000000000000e+04 -1.633777411300659878e+05
3.701700000000000000e+04 -1.633777444947019976e+05
3.705000000000000000e+04 -1.633776887432690128e+05
3.705100000000000000e+04 -1.633776886420689989e+05
3.705200000000000000e+04 -1.633776833046080137e+05
3.704800000000000000e+04 -1.633777116229640087e+05
3.707800000000000000e+04 -1.633777194721309934e+05
3.708000000000000000e+04 -1.633776907987009909e+05
3.708200000000000000e+04 -1.633776842619540112e+05
3.651200000000000000e+04 -1.633777432840800029e+05
3.704400000000000000e+04 -1.633777249203689862e+05
3.704700000000000000e+04 -1.633777619211509882e+05
3.704900000000000000e+04 -1.633776860881019966e+05
3.707900000000000000e+04 -1.633777057848889963e+05
3.650900000000000000e+04 -1.633777452409070102e+05
3.652500000000000000e+04 -1.633777249871619861e+05
1.759100000000000000e+04 -1.633780444034769898e+05
6.780000000000000000e+02 -1.633777488804240129e+05
6.790000000000000000e+02 -1.633777230668959965e+05
6.800000000000000000e+02 -1.633777371838499967e+05
6.810000000000000000e+02 -1.633777200818170095e+05
7.090000000000000000e+02 -1.633777197683110135e+05
1.243000000000000000e+03 -1.633777243001229945e+05
1.797500000000000000e+04 -1.633777310577059980e+05
1.797600000000000000e+04 -1.633777532466209959e+05
1.799300000000000000e+04 -1.633777353064480121e+05
7.070000000000000000e+02 -1.633777351910019934e+05
7.080000000000000000e+02 -1.633777456015839998e+05
7.300000000000000000e+02 -1.633778185707009980e+05
7.320000000000000000e+02 -1.633777477453899919e+05
1.278000000000000000e+03 -1.633777257603550097e+05
1.281000000000000000e+03 -1.633777338055770088e+05
1.314000000000000000e+03 -1.633778021963959909e+05
1.318000000000000000e+03 -1.633777123793550127e+05
1.760200000000000000e+04 -1.633778675091989862e+05
7.310000000000000000e+02 -1.633778099934289930e+05
7.520000000000000000e+02 -1.633778004985119915e+05
1.320000000000000000e+03 -1.633777668010710040e+05
1.343000000000000000e+03 -1.633777523059890082e+05
1.345000000000000000e+03 -1.633778280888749869e+05
1.346000000000000000e+03 -1.633778526569789974e+05
3.644600000000000000e+04 -1.633777977376130002e+05
3.614000000000000000e+04 -1.633779052256160066e+05
1.344000000000000000e+03 -1.633777775071740034e+05
2.111000000000000000e+03 -1.633779776554169948e+05
3.613300000000000000e+04 -1.633779288901310065e+05
3.644300000000000000e+04 -1.633777779134940065e+05
3.646900000000000000e+04 -1.633779257798540057e+05
3.647000000000000000e+04 -1.633780050387330120e+05
3.647100000000000000e+04 -1.633780028165999975e+05
3.647200000000000000e+04 -1.633778179652029939e+05
3.613200000000000000e+04 -1.633781543119960115e+05
3.613700000000000000e+04 -1.633779758310930047e+05
3.646600000000000000e+04 -1.633778430015869963e+05
3.648900000000000000e+04 -1.633779436164220097e+05
3.649000000000000000e+04 -1.633778905934540089e+05
3.649200000000000000e+04 -1.633778691781779926e+05
3.649300000000000000e+04 -1.633776065023549891e+05
3.613600000000000000e+04 -1.633778365952440072e+05
3.612700000000000000e+04 -1.633777918731939862e+05
4.382400000000000000e+04 -1.633780036671209964e+05
4.308000000000000000e+04 -1.633777889250979933e+05
3.614300000000000000e+04 -1.633778602451249899e+05
3.649100000000000000e+04 -1.633778579938889889e+05
3.613400000000000000e+04 -1.633778123752039974e+05
3.613500000000000000e+04 -1.633779541033949936e+05
3.614100000000000000e+04 -1.633777875866320101e+05
3.648600000000000000e+04 -1.633778764464750129e+05
3.650600000000000000e+04 -1.633777575543140119e+05
3.650700000000000000e+04 -1.633777576742180099e+05
3.651000000000000000e+04 -1.633778188969560142e+05
4.313700000000000000e+04 -1.633778992106530059e+05
6.830000000000000000e+02 -1.633777505088770122e+05
6.840000000000000000e+02 -1.633777065024749900e+05
7.100000000000000000e+02 -1.633777153952190129e+05
7.130000000000000000e+02 -1.633776954510379874e+05
1.285000000000000000e+03 -1.633777081699259870e+05
7.120000000000000000e+02 -1.633777064522879955e+05
1.282000000000000000e+03 -1.633777202142789902e+05
1.319000000000000000e+03 -1.633777563501599943e+05
1.347000000000000000e+03 -1.633779623981630139e+05
1.348000000000000000e+03 -1.633779331690249965e+05
1.349000000000000000e+03 -1.633777947464399913e+05
3.597700000000000000e+04 -1.633778437724079995e+05
1.368000000000000000e+03 -1.633778738123340008e+05
2.113000000000000000e+03 -1.633778751843239879e+05
2.114000000000000000e+03 -1.633778498684740043e+05
2.116000000000000000e+03 -1.633777835902119987e+05
3.611900000000000000e+04 -1.633778474714370095e+05
3.612200000000000000e+04 -1.633778716590469994e+05
3.612300000000000000e+04 -1.633778976067710028e+05
3.613100000000000000e+04 -1.633779543173610000e+05
4.394200000000000000e+04 -1.633778705336099956e+05
3.613000000000000000e+04 -1.633777640227669908e+05
3.612800000000000000e+04 -1.633778387423270033e+05
3.612900000000000000e+04 -1.633778379166320083e+05
4.318700000000000000e+04 -1.633779127805450116e+05
4.382100000000000000e+04 -1.633782343680259946e+05
4.388200000000000000e+04 -1.633776131778289855e+05
4.388300000000000000e+04 -1.633778322825699870e+05
4.394000000000000000e+04 -1.633778585902700142e+05
4.313600000000000000e+04 -1.633777720330599986e+05
4.313500000000000000e+04 -1.633778757567029970e+05
4.318800000000000000e+04 -1.633777759269489907e+05
4.375700000000000000e+04 -1.633778188491520123e+05
4.375800000000000000e+04 -1.633778014290319989e+05
4.382000000000000000e+04 -1.633780456401509873e+05
4.382300000000000000e+04 -1.633779384855619865e+05
1.690000000000000000e+04 -1.633778253079509886e+05
1.690100000000000000e+04 -1.633777317265479942e+05
1.692700000000000000e+04 -1.633778231149910134e+05
1.692800000000000000e+04 -1.633777421254740038e+05
1.692900000000000000e+04 -1.633777570820130059e+05
1.719000000000000000e+04 -1.633776957717690093e+05
1.721800000000000000e+04 -1.633777552263319958e+05
1.668100000000000000e+04 -1.633777728553769994e+05
1.669400000000000000e+04 -1.633779377665669890e+05
3.917900000000000000e+04 -1.633778279176460055e+05
3.976200000000000000e+04 -1.633777494044569903e+05
3.980200000000000000e+04 -1.633776795753909973e+05
3.980300000000000000e+04 -1.633778271946659952e+05
3.917800000000000000e+04 -1.633778302054750093e+05
3.985000000000000000e+04 -1.633777925143220054e+05
1.721600000000000000e+04 -1.633777518734800105e+05
1.723400000000000000e+04 -1.633778646606919938e+05
1.758300000000000000e+04 -1.633777499508739857e+05
1.694500000000000000e+04 -1.633777506562559865e+05
1.721500000000000000e+04 -1.633776864069449948e+05
1.723500000000000000e+04 -1.633778289653790125e+05
1.723700000000000000e+04 -1.633777731792039995e+05
3.907800000000000000e+04 -1.633776410618580121e+05
3.913400000000000000e+04 -1.633777520467519935e+05
3.849100000000000000e+04 -1.633779301019569975e+05
3.844100000000000000e+04 -1.633778337166289857e+05
3.844200000000000000e+04 -1.633778224790990062e+05
3.912800000000000000e+04 -1.633776699881539971e+05
3.913100000000000000e+04 -1.633776499480300117e+05
3.913200000000000000e+04 -1.633776831476390071e+05
3.913300000000000000e+04 -1.633777054391530110e+05
3.917600000000000000e+04 -1.633778471135949949e+05
3.848600000000000000e+04 -1.633777416118319961e+05
3.848700000000000000e+04 -1.633777873888349859e+05
3.916900000000000000e+04 -1.633777464042239881e+05
3.917200000000000000e+04 -1.633777491911560064e+05
3.917300000000000000e+04 -1.633777451869020006e+05
3.917400000000000000e+04 -1.633777341418369906e+05
3.917500000000000000e+04 -1.633777741053230129e+05
3.920800000000000000e+04 -1.633777534908500093e+05
3.852500000000000000e+04 -1.633777626249839959e+05
3.852600000000000000e+04 -1.633777395317520131e+05
3.920500000000000000e+04 -1.633777573844229919e+05
